mouse_num,dob,injection_date,death_date,tumor_noticed,behavior_noticed,strain,virus,src,age_death_capped,elapsed_from_tumor,elapsed_from_behavior,genes_ko,had_tumor
29822,2022-03-23,2022-03-24,2022-08-20,NA,2022-05-09,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,103,nf1 KO;pten wt;ink KO;atrx wt,NA
29824,2022-03-23,2022-03-24,2022-05-13,NA,2022-05-08,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,50,NA,5,nf1 KO;pten wt;ink KO;atrx wt,NA
30212,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30213,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30214,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30215,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30216,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30217,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30218,2022-05-09,2022-05-10,2022-10-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30232,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30233,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30234,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30235,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30236,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
30237,2022-05-10,2022-05-11,2022-10-07,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,300,NA,NA,nf1 KO;pten wt;ink KO;atrx wt,NA
