hci_number,mouse_num,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
21,26870,T2,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/slide-2021-09-07T15-36-23-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma Ki67/,slide-2021-09-07T15-36-23-R1-S4,2021-09-07,RH,2021-09-02,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T2,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T14-58-56-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/,slide-2021-09-07T14-58-56-R1-S1,2021-09-07,RH,2021-09-02,Rb Perk,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T2,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T14-58-56-R1-S1.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/,slide-2021-09-07T14-58-56-R1-S1,2021-09-07,RH,2021-09-02,Rb Perk,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T1,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T15-15-42-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/,slide-2021-09-07T15-15-42-R1-S2,2021-09-07,RH,2021-09-02,Tb Perk,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
21,26870,T1,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/slide-2021-09-07T15-15-42-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH032/Melanoma pERK/,slide-2021-09-07T15-15-42-R1-S2,2021-09-07,RH,2021-09-02,Tb Perk,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-26870.xlsx
NA,28204,B,PERK,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T08-20-32-R1-S1.mrxs,E:/CaseViewer Files/Riley Elmer CaseViewer Files/,slide-2022-04-22T08-20-32-R1-S1,2022-04-22,RE,NA,Perk,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28204-00.xlsx
NA,28204,B,Ki67,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T08-43-18-R1-S2.mrxs,E:/CaseViewer Files/Riley Elmer CaseViewer Files/,slide-2022-04-22T08-43-18-R1-S2,2022-04-22,RE,NA,Ki67,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28204-00.xlsx
NA,28205,B,Ki67,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T09-24-35-R1-S4.mrxs,E:/CaseViewer Files/Riley Elmer CaseViewer Files/,slide-2022-04-22T09-24-35-R1-S4,2022-04-22,RE,NA,Ki67,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28205-01.xlsx
NA,28207,T1,PERK,E:/CaseViewer Files/Riley Elmer CaseViewer Files/slide-2022-04-22T09-40-29-R1-S5.mrxs,E:/CaseViewer Files/Riley Elmer CaseViewer Files/,slide-2022-04-22T09-40-29-R1-S5,2022-04-22,RE,NA,Perk,5,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-21-28207-10.xlsx
NA,28780,B,PERK,E:/Slides/Tori_7-29-22/_FailedSlides/slide-2022-07-29T11-21-03-R1-S1-20220729-112343186.mrxs,E:/Slides/Tori_7-29-22/_FailedSlides/,slide-2022-07-29T11-21-03-R1-S1-20220729-112343186,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28780-00.xlsx
NA,28780,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T12-28-28-R2-S1.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T12-28-28-R2-S1,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28780-00.xlsx
NA,29390,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T12-47-02-R2-S2.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T12-47-02-R2-S2,2022-07-29,TE,2022-07-27,Perk TE,3,NA
NA,29163,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-07-01-R1-S3.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-07-01-R1-S3,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29163-00.xlsx
NA,29389,ON,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-20-23-R1-S4.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-20-23-R1-S4,2022-07-29,TE,2022-07-27,Perk TE,3,NA
NA,29390,ON,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-21-32-R1-S5.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-21-32-R1-S5,2022-07-29,TE,2022-07-27,Perk TE,2,NA
NA,28709,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-22-47-R1-S6.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-22-47-R1-S6,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28709-00.xlsx
NA,29163,ON,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-34-36-R1-S7.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-34-36-R1-S7,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29163-00.xlsx
NA,29164,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-43-01-R1-S8.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-43-01-R1-S8,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29164-01.xlsx
NA,28708,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-53-35-R1-S9.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T13-53-35-R1-S9,2022-07-29,TE,2022-07-27,Perk TE,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28708-00.xlsx
NA,28782,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T14-06-46-R1-S10.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T14-06-46-R1-S10,2022-07-29,TE,2022-07-27,Perk TE,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28782-01.xlsx
NA,29389,B,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T14-18-54-R1-S11.mrxs,E:/Slides/Tori_7-29-22/,slide-2022-07-29T14-18-54-R1-S11,2022-07-29,TE,2022-07-27,Perk Te,3,NA
