mouse_num,initials,nec_date,sex,strain,sac_date,injection_date,virus,dox_tx,genotype,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,rcas_injection,injection_route,dob,t,tissue_br,tissue_optic_n,tissue_lung,tissue_liver,comments,tumor_bool
26023,RH,5/10/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,head tumor,No,"Brain, head tumor",NA,NA,NA,NA,NA,NA,1/20/2021,"Brain, head tumor",1,NA,NA,NA,"bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze",2
26024,ZL,3/17/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/17/2021,1/22/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,full brain,HCI-21-26024,NA,yes,No,NA,NA,1/20/2021,Brain,1,NA,NA,NA,Sacked for tumor size. ... Massive tumor encasing head. Brain unremovable.,1
26037,RH,4/1/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/1/2021,1/22/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,NA,NA,1/20/2021,Brain and head tumor,1,NA,NA,NA,"looked like a domed head at first that manifested as a large head tumor. ... Mouse was healthy in all aspects except for head tumor that was reaching 2cm. Brain and tumor were FFPE, part of tumor was also frozen and used to grow a cell line from.",1
26038,RH,4/13/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/13/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,1/24/2021,"Brain, T1",1,NA,NA,NA,"tiny mass on top of skull, could see some tissue is on opposite side (inside) of skull as well, fixed entire piece of skull with that possible beginning of a tumor, will need to decalify if submitting to histology",1
26039,RH,4/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"losing mobility in hind legs, fully paralyzed when it was sacked",1
26040,RH,4/22/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/22/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"Mouse was found dead. No sign of tumor upon necropsy. Behavior was first noted on 4/16, but mouse never appeared like it required euthanasia. Brain was able to be harvested in one piece.. ... behavior reported 4/16/21, eyes looking partially closed",0
26061,RH,5/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"lossing mobility, everything looked normal upon necropsy",0
26062,RH,4/26/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"tumor on shoulder noticed 4/23/21, found dead, brain was sort of mush, tumors also noticed on lower spinal cord after necropsy",1
26063,RH,4/26/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"dragging legs 4/26/21, no other sign of tumor",0
26064,RH,3/18/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,3/18/2021,10/19/2020,RCAS Cre-U6-sgRNA-NF1-Ex2,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and head tumor,No,Brain and head tumor,NA,NA,NA,NA,NA,NA,10/19/2020,Brain and head tumor,1,NA,NA,NA,"large head tumor, no other symptoms. ... Brain appears normal, head tumor is outside of the skull, one piece was frozen, one piece was used to create a cell line, and the rest of the head tumor was fixed.",1
26065,RH,4/26/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"small bump noticed on top of head  on 4/15, showing more paralysis on 4/26/21, upon necropsy there was a top of head tumor which was small and only peeled off the skull with a piece of skull attached and fixed -T1. Tumor around the lower spinal cord was also minimal and used only to make a cell line - T2.",1
26066,RH,4/26/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/26/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,Brain,1,NA,NA,NA,"bulge noticed in scrotum and mouse is more emanciated than others in cage, it is a hernia, no sign of tumor",0
26067,RH,5/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,and neck tumors,No,"Brain, neck tumor (lymph node?)",NA,NA,NA,NA,NA,NA,1/24/2021,Brain and neck tumors,1,NA,NA,NA,"mouse was bloated with lots of gas built up in digestive tract, mouse was also acting less active and hunched over, there were 4 masses around the front and sides of the neck which were harvested for histology, freezing, and cell line - possibly lymph nodes given their symetry, brain has a little nub in the front of it that looked larger than normal",2
26068,RH,5/14/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/14/2021,1/26/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"cranial nerve tumor (T1), and spinal cord tumor (T2)",No,Brain,NA,NA,NA,NA,NA,NA,1/24/2021,"Brain, cranial nerve tumor (T1), and spinal cord tumor (T2)",1,NA,NA,NA,"mouse is paralyzed with a partially closed left eye, upon necropsy there is an enlarged cranial nerve on both sides, which was only used for a cell line (T1). There was also a tumor found on the spinal cord (T2) also just used for cell line.",1
26069,RH,6/14/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,6/14/2021,12/30/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/25/2021,Brain,1,NA,NA,NA,"Found dead. Noticed lower spine tumor on 6/9, lost mobility on 6/11, paralyzed on 6/12.",1
26137,RH,4/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/5/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/31/2021,Brain,1,NA,NA,NA,"Found dead on a Monday, so could have died up to 3 days earlier. Brain was sort of mushy, so it was not in the best condition, but was able to be removed for histology. No other signs of tumor.",2
26139,RH,5/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"neck tumor (lyph node?) T1, cranial nerve mush under brain (T2)",No,"Brain, T1",NA,NA,NA,NA,NA,NA,1/31/2021,"Brain, neck tumor (lyph node?) T1, cranial nerve mush under brain (T2)",1,NA,NA,NA,"bloated looking due to gut full of gas, breathing heavy, enlarged masses around neck (T1) similar to 26067 (may be lymph nodes, might have missed these in previous mice) - these were fixed, frozen and used for a cell line, Also had a mushy mass under the brain (T2) which was used for a cell line",1
26140,RH,7/1/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,7/1/2021,2/2/2021,RCAS Cre-U6-sgRNA-Ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,"Brain, cranial nerve tumor",NA,NA,NA,NA,NA,NA,1/31/2021,"Brain, cranial nerve tumor",1,NA,NA,NA,"mouse appeared normal prior to necropsy, brain was being pushed from a large tumor underneith that was attached to the base of the cranial cavity, possibly from a cranial nerve (right side), a photo was taken. Tumor was very firm and white looking, It was split 3 ways for freezing, cell line, and fixing. I included the tumor along with the brain in the same parafin block.",1
26141,RH,5/17/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/14/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain,NA,NA,NA,NA,NA,NA,1/31/2021,"Brain, cranial nerve tumor",1,NA,NA,NA,"mouse had a domed head, was hunched over, not grooming, and breathing heavy, there was a massive tumor under the brain and attached to the base of the cranial cavity, froze portion of tumor and used for cell line.",1
26142,RH,4/29/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/29/2021,2/2/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,1/31/2021,Brain,1,NA,NA,NA,"starting to drag hind legs on 4/26/21, noticed left eye not fully open on 4/27/21, weeker and more emanciated than the cagemates so sacked before I find it dead, nothing abnormal noticed upon necropsy",0
26143,RH,6/23/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,6/23/2021,2/2/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,No,NA,NA,1/31/2021,Brain,1,NA,NA,NA,"mouse is puffy, not moving around much, slow breathing. ... Brain looked uncharacteristically white and it did not separate from the skull cleanly",0
26274,RH,5/26/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/26/2021,12/22/2020,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,spine tumor,No,"Brain, spine tumor",NA,NA,NA,NA,NA,NA,2/19/2021,"Brain, spine tumor",1,NA,NA,NA,"tumor noticed on base of spine, no other symptom or abnormality observed after necropsy, part of tumor was fixed, part was used for a cell line, and part was frozen",1
26275,RH,5/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,Brain,1,NA,NA,NA,"hunched, emanciated, partial paralysis, brain looked a little puffy",0
26276,RH,5/17/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,"spinal cord tumor (T1), head tumor (T2)",No,"Brain, T1",NA,NA,NA,NA,NA,NA,2/19/2021,"Brain, spinal cord tumor (T1), head tumor (T2)",1,NA,NA,NA,"tumor observable on the base of spine (T1), mouse is showing partial paralysis in hind legs, also small head tumor developing (T2), froze and made cell lines of each tumor and fixed part of T1.",1
26277,RH,5/5/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,Brain,1,NA,NA,NA,"hunched back, becoming paralyzed, brain looked a little puffy with a possible whiter section on the bottom",0
26278,RH,4/23/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,4/23/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,Brain,1,NA,NA,NA,"mouse was observed to be partially paralyzed, and I didn't want to leave it over the weekend. Nothing looked abnormal upon necropsy. ... behavior reported 4/23/21, partially paralyzed on hind legs",0
26279,RH,4/13/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,2/19/2021,"Brain, T1",1,NA,NA,NA,"head tumor observed, so sacked before it got too big, made cell line with it, froze a piece and fixed it. Tumor was first observed within 5 days of 4/13, but exact date was not recorded.",1
26280,RH,5/5/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/5/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,"Brain, cranial nerve",1,NA,NA,NA,"mouse was bloated and looks like it is full of gas, there was an enlarged cranial nerve that was just kept for making a cell line with",0
26281,RH,5/19/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,cranial nerve tumor,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,"Brain, cranial nerve tumor",1,NA,NA,NA,"partially paralyzed on hind legs, mass observed on base of cranial cavity between the cranial nerves, used for a cell line, brain may have looked a little puffy",2
26282,RH,5/17/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,5/14/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,Brain,1,NA,NA,NA,"mouse was paralyzed, but nothing looked abnormal after necropsy",0
26305,RH,5/10/2021,F,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/10/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,cranial nerve tumor,No,"Brain, cranial nerve tumor",NA,NA,NA,NA,NA,NA,2/21/2021,"Brain, cranial nerve tumor",1,NA,NA,NA,"mouse was hunched over, not moving much, and looked emanciated/sick, upon necropsy there was a large tumor under the brain that was not attached to the brain, but it was difficult to remove from the bottom of the cranial cavity, this is possibly growing from the left cranial nerve",1
26307,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,2/21/2021,"Brain, T1",1,NA,NA,NA,"mouse was sort of small and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1
26308,RH,5/19/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,5/17/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,No,Brain,NA,NA,NA,NA,NA,NA,2/19/2021,Brain,1,NA,NA,NA,"partially paralyzed in hind legs, everything else looked normal",0
26310,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,2/21/2021,"Brain, T1",1,NA,NA,NA,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1
26311,RH,4/13/2021,M,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,4/13/2021,2/21/2021,RCAS Cre U6 sgRNA Ex2 NF1,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,T1,No,"Brain, T1",NA,NA,NA,NA,NA,NA,2/21/2021,"Brain, T1",1,NA,NA,NA,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",1
28200,KC,1/30/2022,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,1/30/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,T1,No,"Brain, Lungs, Liver, T1",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1",1,NA,1,1,"Lethargic, red discharge around eye. ... intracranial tumor, under left hemisphere, appears to be an optic tumor, sacked for lethargy and red discharge around eye, tumor was attached to skull, all other organs appeared normal. ... 1/20/22 lethargic and red discharge around eye",1
28202,RE,12/27/2021,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,12/27/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,T1,No,"Brain, Lungs, Liver, T1",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1",1,NA,1,1,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal.",1
28203,RE,1/3/2022,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/13/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,T1,No,"T1, Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,10/12/2021,"T1, Brain, Lungs, Liver",1,NA,1,1,"Little Mobility in back legs,Trouble breathing,Red, sunken eyes,Extremely Underweight. ... Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs",1
28204,RE,1/3/2021,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver",1,NA,1,1,"Red, Sunken Eyes,Head bulge. ... Red, sunken eyes, head bulge, soft skull, fat on heart, no obs. Tumor, possible blood clot on liver",0
28205,RE,1/3/2021,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/3/2022,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver",1,NA,1,1,"Complete Lower Paralysis,Swollen Cheeks,Large back hump. ... Complete lower paralysis, swollen cheeks, large hump on the back, thin skull, possible blood clot on the liver",0
28207,KC,12/16/2021,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,12/15/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,T1,No,"Brain, Lungs, Liver, T1",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1",1,NA,1,1,"Tumor was on top of head, but did not go into the skull. The skull was intact and brain appeared normal. Lungs and Liver appeared normal",1
28208,RE,12/22/2021,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,12/22/2021,10/14/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,"T1, T2, T3",No,"Brain, Lungs, Liver, T1, T2, T3",NA,NA,NA,NA,NA,NA,10/12/2021,"Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",1
28526,KC,3/7/2022,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,3/7/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve. ... No visible head tumor, bulging eyeball,Hunched posture. ... Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve",1
28527,KC,1/20/2022,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/20/2022,10/20/2021,RCAS Cre-U6sgRNA-ex2-NF1,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Large head tumor, could barely open eyes,Weight loss. ... Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor,All other organs appeared normal",1
28528,KC,2/28/2022,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,3/23/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Potentially. Nothing visible, but symptoms consistent with glioma. ... Sqiunted eyes,Lack of mobility,general malaise. ... Swollen brain, watery and soft. Lungs and liver looked healthy.,No primary tumor visible",2
28529,KC,2/28/2022,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/28/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present. ... Visible head tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision",1
28530,RF,2/15/2022,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision",1
28531,RF,2/15/2022,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,"Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis,Stopped grooming, looked unwell. ... Swollen brain, blood in the skull prior to skull incision,Brain was incredibly soft, difficult to remove,anatomy looked otherwise healthy",1
28532,JP,1/13/2022,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,1/13/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,NA,N-TVA::Ptenf/f;Inkf/f,NA,No,"Brain, Lungs, Liver",NA,NA,NA,No,NA,NA,11/11/2021,"Brain, Lungs, Liver",1,NA,1,1,Glioma. ... No visible tumor. ... No tumor was noted,1
