exclude,mouse_num,src,strain_injection,strain,injected_with,resultant_geno,dob,injection_date,death_date_true,aod,exp_end_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata
2,25217,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-01-17,72,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9394,25217-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-1,F,Animal found dead,conflicting death dates in cohort vs. genotyping files. 2021-01-17 vs. 2020-12-05 used cohort date but can exclude from analysis if desired.
NA,25218,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9395,25218-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
NA,25219,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-01-20,75,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9396,25219-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-2,M,Animal found dead,NA
NA,25220,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9397,25220-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
NA,25221,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-05,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9398,25221-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-2,M,experimental endpoint,conflicting injection dates. Used Rick's data. 2020-11-05 vs 2020-11-06
NA,25238,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-06,2021-03-03,117,NA,NA,NA,2021-02-03,NA,NA,RH,5x105,5uL,9420,25238-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-1,F,Tumor on head noticed,NA
NA,25239,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9421,25239-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-1,F,experimental endpoint,NA
NA,25240,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9422,25240-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-2,M,experimental endpoint,NA
NA,25241,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9423,25241-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-2,M,experimental endpoint,NA
NA,25242,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-06,2021-04-05,150,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9424,25242-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-2,M,experimental endpoint,NA
NA,25258,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9444,25258-10,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-1,F,experimental endpoint,NA
NA,25259,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9445,25259-11,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1470-1-1,F,experimental endpoint,NA
NA,25260,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-02-01,84,NA,NA,NA,2021-01-20,NA,NA,RH,5x105,5uL,9446,25260-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-1-1,M,Tumor noticed,NA
NA,25261,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9447,25261-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-1-1,M,experimental endpoint,NA
NA,25262,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9448,25262-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-1-1,M,experimental endpoint,NA
NA,25263,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9449,25263-10,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-1-1,M,experimental endpoint,NA
NA,25264,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-06,2020-11-09,2021-04-05,147,2021-04-05,NA,NA,NA,NA,NA,RH,5x105,5uL,9450,25264-30,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1471-1-1,M,experimental endpoint,NA
NA,25266,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9453,25266-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-1,F,experimental endpoint,NA
NA,25267,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9454,25267-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-1,F,experimental endpoint,NA
NA,25268,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9455,25268-10,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-1,F,experimental endpoint,NA
NA,25269,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9456,25269-30,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-1,F,experimental endpoint,NA
NA,25270,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2020-12-05,26,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9457,25270-11,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-1-1,F,Animal found dead,NA
NA,25271,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9458,25271-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-2,M,experimental endpoint,NA
NA,25272,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9459,25272-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-2,M,experimental endpoint,NA
NA,25274,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-07,2020-11-09,2021-04-06,148,2021-04-06,NA,NA,NA,NA,NA,RH,5x105,5uL,9461,25274-10,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1435-4-2,M,experimental endpoint,NA
NA,25304,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-04-09,149,2021-04-09,NA,NA,NA,NA,NA,RH,5x105,5uL,9498,25304-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-1,F,experimental endpoint,NA
NA,25305,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-04-09,149,2021-04-09,NA,NA,NA,NA,NA,RH,5x105,5uL,9499,25305-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-1,F,experimental endpoint,NA
1,25306,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-03-22,131,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9500,25306-00,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-2,M,"found dead, possibly from fighting",excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
NA,25307,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-04-09,149,2021-04-09,NA,NA,NA,NA,NA,RH,5x105,5uL,9501,25307-01,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-2,M,experimental endpoint,NA
NA,25308,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-04-09,149,2021-04-09,NA,NA,NA,NA,NA,RH,5x105,5uL,9502,25308-03,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-2,M,experimental endpoint,NA
NA,25309,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx wt,2020-11-10,2020-11-11,2021-04-09,149,2021-04-09,NA,NA,NA,NA,NA,RH,5x105,5uL,9503,25309-10,n-tva;pten f/f; ink4a/arff/f;atrx-+/+;h11lsl-cas9  f/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1472-1-2,M,experimental endpoint,NA
1,25327,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2020-12-18,35,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9524,25327-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-1,F,Animal found dead,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
NA,25328,RH + RE,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2021-04-12,150,2021-04-12,NA,NA,NA,NA,NA,RH,5x105,5uL,9525,25328-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-1,F,Sacked for experimental endpoint,NA
1,25329,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2020-12-18,35,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9526,25329-00,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-2,M,Animal found dead,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
1,25330,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2020-12-18,35,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9527,25330-01,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-2,M,Animal found dead,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
1,25331,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2020-12-18,35,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9528,25331-03,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-2,M,Animal found dead,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
1,25332,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre,nf1 wt; pten KO; ink KO; atrx KO,2020-11-13,2020-11-13,2020-12-18,35,NA,NA,NA,NA,NA,1,RH,5x105,5uL,9529,25332-10,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1462-2-2,M,Animal found dead,excluded because was designated for exclusion on rick's excel sheet. No excplicit reason given. 
NA,25499,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-01-01,29,NA,NA,NA,NA,NA,1,ZL,5x105,5uL,9724,25499-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-1,F,Found Dead,NA
NA,25500,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-01-01,29,NA,NA,NA,NA,NA,1,ZL,5x105,5uL,9725,25500-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-1,F,Found Dead,NA
NA,25501,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-04-07,125,NA,NA,NA,2021-03-15,NA,NA,ZL,5x105,5uL,9726,25501-03,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-1,F,"Tumor noticed above eye 3/15/21, grew bigger and started to turn red or maybe ulcer, so it was sacked",NA
NA,25502,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-01-01,29,NA,NA,NA,NA,NA,1,ZL,5x105,5uL,9727,25502-10,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-1,F,Found Dead,NA
NA,25503,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-12-02,2020-12-03,2021-03-04,91,NA,NA,NA,2021-03-04,NA,NA,ZL,5x105,5uL,9728,25503-00,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1473-2-2,M,"Slight domed head and sick, sacked",NA
