mouse_num,tumor_id,patho_est_location,patho_tumor_grade,patho_notes,requests,tumor,mouse_tumor,necropsy_file_comments,strain,virus,tyr_cre_status,gender,dob,injection_date,tumor_noticed,behavior_noticed,death_date,end_date,mri_imaging_date,age_of_tumor_onset,age_of_behavior_onset,age_at_death,tumor_locations,tumor_grade_post_h_e,notes,injected_by,mouse_num_tag,mouse_tag,age_death_cap,exclude,mouse_id,shorthand_strain_name,tyr_cre_status_confirmed,injected_with,number_of_cells_injected,vol_injected,tva_status,birth_date,domed_head_or_observable_tumor_date,behavior_date,brain_harvested,other_organs_harvested,behavior_and_necropsy_notes,fixed_tissue_still_in_ethanol,is_useful_as_a_control_or_otherwise_includes_a_large_tumor,h_e_submission_date,tissues_submitted,brain_h_e_and_ihc_notes,sheri_has_seen_h_e,proof_of_mass,full_slide_scan_of_h_e_on_external_hd,ki67_result,full_slide_scan_of_ki67_on_external_hd,p_erk_result_only_listed_if_it_was_done,full_slide_scan_of_p_erk_on_external_hd,unstained_slides_available,death_age_or_current_age_for_survival_curve,overall_survival_1_if_there_was_any_evidence_of_tumor_visible_before_necropsy_or_after_ihc_behavior_change_or_unexplained_death_0_if_not,tumor_free_survival_1_only_if_there_was_any_abnormal_mass_or_enlargement_visible_upon_necropsy_or_h_e_0_if_mouse_survived_to_150_days_and_had_no_tumor_exclude_if_death_was_early_and_no_hard_proof_of_tumor,glioma_free_survival_1_if_a_glioma_inside_brain_or_infiltrating_the_brain_verified_by_ki67_0_if_no_observable_glioma_is_present_exclude_if_h_e_wasnt_done_or_mouse_was_sacked_before_150_days_for_whatever_reason,cranial_nerve_tumor_anything_in_the_cranial_cavity_but_not_necessarily_infiltrating_or_inside_the_brain_most_likely_located_under_the_brain,intracranial_glioma_or_outside_of_brain_and_still_in_skull_combo_of_previous_2,head_tumor_outside_of_and_connected_to_skull,lymph_node_tumor_wasnt_always_looking_for_but_noticed_when_they_were_big,lower_spinal_cord_tumor_unfortunatly_didnt_start_looking_for_this_until_later,eye_tumor_where_it_was_clear_it_was_the_optical_nerve_and_or_involving_the_eye,auditory_nerve_not_connected_to_skull_like_head_tumors_but_on_head_and_connected_to_skin_sort_of,cutaneous_skin_somewhere_on_body,rib_cage,lethargic_difficulty_breathing_looked_sick,puffy_full_of_gas,paralysis_from_starting_to_drag_hind_legs_to_full_on_immobility,hydrocephalus,non_tumor_related_reason_for_death,nothing_abnormal,found_dead
25694,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-22,NA,NA,2021-04-09,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25694-30,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2uL,TVA+,2020-12-19,NA,2021-04-07,yes,mushy mass under the brain,"mouse was loosing mobility in hind legs and I didn't want to chance it over the weekend. I noticed a mass of tissue under the brain, not sure if it was an enlarged cranial nerve or that ""necrotic"" tissue Zia noticed before. Growing that tissue as a cell line, but too small for fixing it or freezing it as well",NA,NA,2021-04-19,no,"glioma is at the base of the brain in the center section as well as in the center of the brain near the split, Ki67 and pERK are slightly more prevelant in tumor areas, PTEN doesn't look any different than normal tissue",yes,yes,yes,positive,yes,positive,yes,1,111,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25695,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-22,NA,NA,2021-03-29,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25695-11,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,2x105,2uL,TVA+,2020-12-19,NA,2021-03-15,yes,spinal cord tumor,"found dead on a Monday, so could have died earlier, tumor found just off the lower spine above the tail",tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,100,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25741,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-12-28,NA,NA,2021-05-21,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25741-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-05-21,yes,cranial nerve tumor,"mouse looked like it was becoming emanciated and starting to have a hunched back, upon necropsy, there was a cranial nerve tumor somewhat attched to the base of the cranial cavity, and not as attached to the brain. A part of the tumor was fixed with the brain, while another part was frozen and used for a cell line.",NA,NA,2021-05-28,no,"large high grade glioma on the back section of the brain toward the mouse's right side, some pallisading necrosis and vasculature, Ki67 is more positive towards the brain side and more negative towards the edge, pERK is positive throughout excluding the necrotic spots, PTEN is off in the tumor except for vasculature, but PTEN is also not very strong in the rest of the brain",yes,yes,yes,positive,yes,positive,yes,1,146,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
25742,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-12-28,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25742-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-04-05,yes,mass connected to cranial nerve,"partially paralyzed, small mass could be part of cerebellum or could be a tumor, only did FFPE with it",cranial nerve tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,100,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25743,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-17,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25743-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,2021-02-11,NA,yes,head tumor,Sacked for tumor size. Massive tumor encasing head. Brain unremovable. Froze portion of tumor and started cell line with it.,NA,NA,2021-03-26,head tumor,"no glioma observable, but head tumor is there and Sheri says it looks like melanomas do",yes,yes,NA,NA,NA,NA,NA,NA,81,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25744,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25744-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-03-26,yes,no,"hind legs were showing reduced mobility, and I didn't want to leave it to get worse over the weekend",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,90,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25745,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-04-12,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25745-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-04-12,yes,spinal cord tumor and maybe a tiny head tumor,"only partially paralyzed, but looked very emanciated, so had to sack, small white spot on top center of skull (T1), not sure if that is anything, but fixed it anyway. Tumor was visible around the base of the spine, cross section of the spine was fixed (with bone), and piece of tumor was made into a cell line.",head tumor with attached piece of skull,NA,2021-04-19,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,107,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
25746,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-03,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25746-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-03-03,yes,no,"Animal was paralyzed. Brain looked normal, no tumor noted anywhere on body/spinal cord.",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,67,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25747,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-04-15,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25747-30,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-04-12,yes,no,"loosing mobility in hind legs 4/12, not fully paralyzed, but looking worse, with urine stains on fur, upon necropsy - normal looking brain, no spine tumors, enlarged bladder, possibly suffering from some infection or blockage",NA,NA,2021-04-19,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,110,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25748,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-05-10,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25748-11,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-26,NA,2021-05-10,yes,no,"breathing heavy, hind legs paralyzed, no observable tumor",NA,NA,2021-05-12,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,135,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
25763,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-12-28,NA,NA,2021-03-14,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25763-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-28,NA,NA,no,no,"Animal Found dead, unable to necropsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25764,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-04-02,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25764-30,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-28,NA,2021-03-31,yes,cranial nerve tumor,"mouse was becoming lethargic and developing a hunched back, wanted to sack before the weekend, cranial nerves under the base of the brain were enlarged and both fixed and used for a cell line. No tumor was frozen.",cranial nerve tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,95,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
25765,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-24,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25765-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-28,NA,2021-03-24,yes,no,"back legs were partially paralyzed, everything else looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,86,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25766,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-03,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25766-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-28,2021-01-29,2021-03-03,yes,no,Brain was completely hollow and filled with liquid. Mouse sacked due to paralysis,NA,NA,2021-03-26,no,"no glioma observable, brain looks like it was hollow",yes,no,NA,NA,NA,NA,NA,NA,65,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
25767,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-12-28,NA,NA,2021-03-17,NA,NA,NA,NA,NA,NA,NA,NA,Zia,NA,NA,NA,NA,25767-10,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-12-28,NA,2021-03-17,yes,no,"Mouse was paralyzed and sacked, brain looked nromal. No tumor found",NA,NA,2021-03-26,no,"large glioma on the bottom side of the center section and back section (probably right side of the brain), neurons are visible within the tumor, Ki67 is higher in some areas, but not that high and they correlate with pERK, PTEN is still expressed in most of the tumor but there are some patterns that don't look like a staining artifact",yes,yes,yes,positive,yes,positive,yes,0,79,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25782,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25782-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25783,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25783-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25784,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25784-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25785,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25785-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25786,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-12-30,NA,NA,2021-01-27,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25786-11,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,2021-01-26,NA,yes,no,"very bloody head, brain was very soft, but still intact",NA,NA,2021-03-26,no,"no glioma observable, brain looks like it was from a dead mouse, lots of blood vessels visible",yes,no,NA,NA,NA,NA,NA,NA,29,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25787,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25787-10,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25788,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-12-30,NA,NA,2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25788-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-12-29,NA,NA,yes,no,experimental endpoint,brain,NA,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
26007,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-22,NA,NA,2021-04-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26007-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-04-13,yes,spinal cord tumor,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",tumor,NA,2021-04-19,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,83,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26008,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-22,NA,NA,2021-06-08,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26008-01,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-06-08,yes,no,"R eye partially closed, and starting to loose mobility in hind legs",NA,NA,2021-07-02,no,no glioma,yes,no,NA,NA,NA,NA,NA,NA,139,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26009,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-22,NA,NA,2021-03-30,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26009-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,2021-03-15,NA,yes,head tumor,"mouse appears normal except for large head tumor. Tumor also used for making cell line, and part of it was frozen.",extra head tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,69,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26010,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2021-01-22,NA,NA,2021-04-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26010-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-04-13,yes,spinal cord tumor,"nothing noticed around brain, but mouse was partially paralized in hind legs and had a spinal cord tumor around the base of the spine, cut some tumor to freeze and grow cell line from, also fixed section of tumor and spine (will need to decalcify if submitting for histology)",section of spine with tumor,NA,2021-04-19,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,83,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26011,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-22,NA,NA,2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26011-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,2021-03-15,NA,yes,head tumor,"froze part of head tumor, trypsinized part for cell line, and FFPE it. Brain itself also FFPE. Found a tiny white mass between the tumor and brain, that sort of indented the top left of the brain and defored the skull, unsure if it was attached to the main tumor or how the skull was involved since I had to cut open the skull to retreive the brain.",extra head tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,65,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26012,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-22,NA,NA,2021-04-30,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26012-01,NF-1 Control,Tg/Tg,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-04-30,yes,no,"partially paralyzed in hind legs, brain might have looked a little big, but otherwise everything looked normal",NA,NA,2021-05-03,no,"small low grade glioma towards the lower side of the front section, rosette pattern, not much Ki67, pERK negative, PTEN has a weird staining artifact",yes,yes,yes,positive,yes,negative,yes,0,100,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26013,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-22,NA,NA,2021-04-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26013-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-04-12,yes,no,"showing partial paralysis on 4/12, decided to sack next day to avoid risk of finding dead, little nub in front of brain, not sure if anything though, normal looking everywhere else including spine.",NA,NA,2021-04-19,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,83,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26014,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2021-01-22,NA,NA,2021-04-12,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26014-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,NA,2021-04-12,yes,spinal cord tumor,"severly paralized to where it looks like it couldn't control bowel movements or urination, noticed on a Monday, but looked fine when it was last looked at on a Friday. Upon necropsy, brain looks normal, huge tumor around the base of the spinal cord, some of the tumor was frozen, used to make a cell line, and fixed.",NA,NA,2021-04-19,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,82,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26022,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2021-01-22,NA,NA,2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26022-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,2021-03-15,NA,yes,head tumor,"mouse seamed healthy, but head tumor was becoming larger than 2cm in diameter. There was a small ball of tissue in front of the brain, so not sure if it will be included in the slide, but unsure what it is.",head tumor,NA,2021-04-08,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,71,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26023,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2021-01-22,NA,NA,2021-05-10,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26023-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,2021-04-23,NA,yes,head tumor,"bump on head noticed 4/23/21, sacked when it was big enough to harvest for a cell line, fix, and freeze",head tumor,NA,2021-05-12,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,110,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26024,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2021-01-22,NA,NA,2021-03-17,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,26024-01,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2021-01-20,2021-02-22,NA,yes,head tumor,Massive tumor encasing head. Brain unremovable.,NA,NA,2021-03-26,head tumor,"no glioma observable, but head tumor is there, Sheri says the head tumors look similar to melanomas",yes,yes,NA,NA,NA,NA,NA,NA,56,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
