mouse_num,dob,injection_date,sac_date,nec_date,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,tumor_bool,comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,unknown_t1,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude,necropsy_file_path
28532,2021-11-11,2021-10-20,2022-01-13,2022-01-13,JP,,No,,,,No,1,"Glioma. ... No visible tumor. ... No tumor was noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,2,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28532-03.xlsx
28708,2021-12-01,2022-12-03,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28708-00.xlsx
28709,2021-12-01,2021-12-03,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28709-00.xlsx
28710,2021-12-01,2021-12-03,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28710-01.xlsx
28780,2021-12-06,2022-12-07,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted, some hunching ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28780-00.xlsx
28781,2021-12-06,2021-12-07,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28781-00.xlsx
28782,2021-12-06,2021-12-07,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28782-01.xlsx
28783,2021-12-06,2021-12-07,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28783-03.xlsx
28784,2021-12-06,2021-12-07,2022-06-07,2022-06-07,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-28784-10.xlsx
29161,2022-01-18,2022-01-20,2022-03-15,2022-03-15,RE,,No,,,,No,0,"Head twitching back and forth,Very hunched posture,Slow moving. ... Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29161-00.xlsx
29162,2022-01-18,2022-01-20,2022-03-15,2022-03-15,RE,,No,,,,No,0,"lethargic, slow movement,squinted eye,hunched back. ... Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29162-01.xlsx
29163,2022-01-18,2022-01-20,2022-06-21,2022-06-21,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29163-00.xlsx
29164,2022-01-18,2022-01-20,2022-06-21,2022-06-21,KC,,No,,,,,0,"Sacked for end date. ... Brain was soft, all other organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29164-01.xlsx
29165,2022-01-18,2022-01-20,2022-06-21,2022-06-21,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29165-10.xlsx
29166,2022-01-18,2022-01-20,2022-06-21,2022-06-21,KC,,No,,,,,0,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Optic Nerves ... Formalin Fixed: Brain, Optic Nerves",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29166-11.xlsx
29338,2022-02-09,2022-02-10,2022-07-19,2022-07-19,GP,,No,"HCI-22-29388 ON, HCI-22-29388 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,
29385,2022-02-09,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29385 ON, HCI-22-29385 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29385-00.xls
29386,2022-02-09,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29386 ON, HCI-22-29386 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29386-01.xls
29387,2022-02-09,2022-02-10,2022-04-05,2022-04-05,RE,,No,,,,,1,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation ... Collected: Brain ... Formalin Fixed: Brain",1,,,,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29387-00.xlsx
29397,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29397 ON, HCI-22-29397 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29397-00.xls
29398,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29398 ON, HCI-22-29398 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29398-01.xls
29399,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29399 ON, HCI-22-29399 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29399-03.xls
29400,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29400 ON, HCI-22-29400 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29400-10.xls
29401,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,,,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29401-30.xls
29403,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29403 ON, HCI-22-29403 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29403-00.xls
29404,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29404 ON, HCI-22-29404 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29404-01.xls
29405,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29405 ON, HCI-22-29405 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29405-10.xls
29406,2022-02-10,2022-02-10,2022-07-19,2022-07-19,KC,,No,"HCI-22-29406 ON, HCI-22-29406 B",,yes,,0,"Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology. ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29406-10.xls
29409,2022-02-10,2022-02-10,2022-04-04,2022-04-04,RE,,No,,,,,1,"ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead. ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,,1,1,,,,,,,,,,,,,,,,,,1,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy - HCI-22-29409-10.xlsx
29818,2022-03-23,2022-03-24,2022-08-22,2022-08-22,KC,,No,,1,yes,,0,"End Date. ... Brain appeared normal ... Collected: Brain, Optic Nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29818-00.xls
29819,2022-03-23,2022-03-24,2022-08-22,2022-08-22,KC,,No,,1,yes,,0,"End Date. ... Brain appeared normal ... Collected: Brain, Optic Nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29819-00.xls
29820,2022-03-23,2022-03-24,2022-08-22,2022-08-22,KC,,No,,1,yes,,0,"End Date. ... Brain appeared normal ... Collected: Brain, Optic Nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29820-01.xls
29821,2022-03-23,2022-03-24,2022-08-22,2022-08-22,KC,,No,,1,yes,,0,"End Date. ... Brain appeared normal ... Collected: Brain, Optic Nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29821-03.xls
29822,2022-03-23,2022-03-24,2022-08-22,2022-08-22,KC,,No,,1,yes,,0,"End Date. ... Brain appeared normal ... Collected: Brain, Optic Nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-29822-10.xls
30212,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30212-00.xls
30213,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30213-00.xls
30214,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Tumor on outside of R hemisphere skull, brain appeared normal ... Collected: Brain, optic nerve, tumor ... Formalin Fixed: Yes",1,1,,,,,,,,,,1,,,,,,,,,,,,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30214-01.xls
30215,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30215-03.xls
30216,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30216-10.xls
30217,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30217-11.xls
30218,2022-05-09,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30218-30.xls
30232,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30232-00.xls
30233,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30233-01.xls
30234,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30234-00.xls
30235,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30235-01.xls
30236,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30236-10.xls
30237,2022-05-10,2022-05-10,2022-10-07,2022-10-08,KC,,No,,,,,0,"sacked for end date. ... Skull and brain appeared normal ... Collected: Brain, optic nerve ... Formalin Fixed: Yes",1,1,,,,,,,,,,,,,,,,,,,,,1,,X:/Holmen Lab/Necropsy files/Mouse Necropsy -HCI-22-30237-11.xls
