mouse_num,nec_by,nec_date,sac_date,injection_date,virus,formalin_fixed,parafin_block,gross_visualization_of_lung_nodules,rcas_injection,dob,t,comments,tumor_bool,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,xclude
28527,KC,1/20/2022,1/20/2022,10/20/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Large head tumor, could barely open eyes,Weight loss. ... Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor,All other organs appeared normal",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28528,KC,2/28/2022,3/23/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Potentially. Nothing visible, but symptoms consistent with glioma. ... Sqiunted eyes,Lack of mobility,general malaise. ... Swollen brain, watery and soft. Lungs and liver looked healthy.,No primary tumor visible",2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28529,KC,2/28/2022,2/28/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present. ... Visible head tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
28530,RF,2/15/2022,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis. ... Swollen brain, blood in the skull prior to skull incision",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
28531,RF,2/15/2022,2/15/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver","Glioma, no tumor visible but paralysis present. ... No visible tumor,Back leg paralysis,Stopped grooming, looked unwell. ... Swollen brain, blood in the skull prior to skull incision,Brain was incredibly soft, difficult to remove,anatomy looked otherwise healthy",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
28532,JP,1/13/2022,1/13/2022,10/20/2021,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,11/11/2021,"Brain, Lungs, Liver",Glioma. ... No visible tumor. ... No tumor was noted,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
28708,KC,6/7/2022,6/7/2022,12/3/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/1/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28709,KC,6/7/2022,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/1/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28710,KC,6/7/2022,6/7/2022,12/3/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/1/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28780,KC,6/7/2022,6/7/2022,12/7/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/6/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted, some hunching",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
28781,KC,6/7/2022,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/6/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28782,KC,6/7/2022,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/6/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28783,KC,6/7/2022,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/6/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
28784,KC,6/7/2022,6/7/2022,12/7/2021,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,12/6/2021,"Brain, Lungs, Liver","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29161,RE,3/15/2022,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,1/18/2022,"Brain, Lungs, Liver","Head twitching back and forth,Very hunched posture,Slow moving. ... Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
29162,RE,3/15/2022,3/15/2022,1/20/2022,RCAS Cre + RCAS proHBEGF,"Brain, Lungs, Liver",NA,No,NA,1/18/2022,"Brain, Lungs, Liver","lethargic, slow movement,squinted eye,hunched back. ... Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve",0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
29163,KC,6/21/2022,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Optic Nerves",NA,NA,NA,1/18/2022,"Brain, Optic Nerves","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29164,KC,6/21/2022,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Optic Nerves",NA,NA,NA,1/18/2022,"Brain, Optic Nerves","Sacked for end date. ... Brain was soft, all other organs appeared normal, no tumor noted",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
29165,KC,6/21/2022,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Optic Nerves",NA,NA,NA,1/18/2022,"Brain, Optic Nerves","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29166,KC,6/21/2022,6/21/2022,1/20/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Optic Nerves",NA,NA,NA,1/18/2022,"Brain, Optic Nerves","Sacked for end date. ... All organs appeared normal, no tumor noted",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29338,GP,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29388 ON, HCI-22-29388 B",NA,Yes,2/9/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29385,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29385 ON, HCI-22-29385 B",NA,Yes,2/9/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29386,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29386 ON, HCI-22-29386 B",NA,Yes,2/9/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29387,RE,4/5/2022,4/5/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Brain,NA,NA,NA,2/9/2022,Brain,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
29397,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29397 ON, HCI-22-29397 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29398,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29398 ON, HCI-22-29398 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29399,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29399 ON, HCI-22-29399 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29400,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29400 ON, HCI-22-29400 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29401,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29403,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29403 ON, HCI-22-29403 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29404,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29404 ON, HCI-22-29404 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29405,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29405 ON, HCI-22-29405 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29406,KC,7/19/2022,7/19/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,"HCI-22-29406 ON, HCI-22-29406 B",NA,Yes,2/10/2022,"Brain, optic nerve","Sac for end date. ... No signs of disease. Brain, optic nerve, and all organs appeared normal.,Brain and optic nerve collected for histology.",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29409,RE,4/4/2022,4/4/2022,2/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,"Brain, Lungs, Liver",NA,NA,NA,2/10/2022,"Brain, Lungs, Liver","ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead.",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
29818,KC,8/22/2022,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,Yes,NA,NA,Yes,3/23/2022,"Brain, Optic Nerve",End Date. ... Brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29819,KC,8/22/2022,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,Yes,NA,NA,Yes,3/23/2022,"Brain, Optic Nerve",End Date. ... Brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29820,KC,8/22/2022,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,Yes,NA,NA,Yes,3/23/2022,"Brain, Optic Nerve",End Date. ... Brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29821,KC,8/22/2022,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,Yes,NA,NA,Yes,3/23/2022,"Brain, Optic Nerve",End Date. ... Brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
29822,KC,8/22/2022,8/22/2022,3/24/2022,RCAS Cre-U6sgRNA-ex2-NF1 3/24/22,Yes,NA,NA,Yes,3/23/2022,"Brain, Optic Nerve",End Date. ... Brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30212,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30213,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30214,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve, tumor","sacked for end date. ... Tumor on outside of R hemisphere skull, brain appeared normal",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30215,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30216,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30217,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30218,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/9/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30232,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30233,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30234,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30235,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30236,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
30237,KC,10/8/2022,10/7/2022,5/10/2022,RCAS Cre-U6sgRNA-ex2-NF1,Yes,NA,NA,Yes,5/10/2022,"Brain, optic nerve",sacked for end date. ... Skull and brain appeared normal,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
