,,,,,,,,
slot,Mouse ID,Organ,Stain,note,Box Label,sample type,Loc,container
14,29056,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
15,29056,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
16,29056,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
17,29056,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
18,29056,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
19,29056,t1.2,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
20,29056,t1.2,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
21,28529,lu,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
22,28529,l,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
23,28529,b,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
24,28529,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
25,28529,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
26,28529,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
27,28529,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
28,28526,t1,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
29,28526,t1,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
30,28526,t1,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
31,28526,t1,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
32,28526,t1,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
33,28528,lu,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
34,28528,l,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
35,28528,b,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
36,28528,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
37,28528,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
38,28528,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
39,28528,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
40,28526,L,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
41,28526,b,HE,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
42,28526,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
43,28526,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
44,28526,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
45,28526,b,,nf1,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
46,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
47,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
48,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
49,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
50,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
51,28208,t2,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
52,28208,t1,,mf,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
53,28208,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
54,28208,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
55,28207,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
56,26009,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
57,26009,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
58,26279,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
59,26279,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
60,26279,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
61,26014,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
62,26037,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
63,26037,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
64,26276,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
65,26276,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
66,26274,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
67,26274,t1,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
68,28203,t1,,mf,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
69,28207,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
70,28203,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
71,28203,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
72,28202,t1,,mf,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
73,28202,b,,mf,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
74,28202,b,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
75,28202,b,,mf,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
76,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
77,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
78,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
79,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
80,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
81,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
82,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
83,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
84,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
85,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
86,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
87,27631,t1,gfap,ctl,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
88,27631,t1,pten,ctl,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
89,29162,b,synap,cas9 ctl,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
90,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
91,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
92,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
93,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
94,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
95,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
96,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
97,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
98,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
99,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
100,NA,,,,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",Slide,NFG15,White Slide Box
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,28208,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
2,28203,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
3,28200,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
4,26274,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
5,28207,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
6,26276,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
7,26279,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
8,26009,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
9,26037,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
10,28202,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
11,26014,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
12,28202,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
13,23821,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
14,unlabeled,t1,s100b,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
15,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
16,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
17,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
18,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
19,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
20,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
21,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
22,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
23,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
24,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
25,NA,,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,Slide,NFG16,Small White Slide Box
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
2,26022,tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
3,25027,,,project,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
4,25026,,,nf1 project,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
5,23864,,,tva-,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
6,23491,,,spco - could be wrong #,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
7,23524,,,spco,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
8,23524,,,e7??,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
9,25501,tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
10,25695,tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
11,24989,,,nf1 control,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
12,25029,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
13,23295,tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
14,23828,,,nf1 control,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
15,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
16,23824,head tumor,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
17,2(3/8)469,spco,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
18,25714,tumor,,small tumor,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
19,25742,cranial nerve,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
20,23399,,,tva-,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
21,23294,,,nf1 project,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
22,23301,spco,,nf1 project,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
23,238(2?)4,spco,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
24,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
25,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG17,Styrofoam 50-mL conical rack
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,26038,t1,,decals?? *,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
2,26065,t1 head,,decal *,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
3,25304,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
4,25309,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
5,25595,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
6,25576,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
7,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
8,25597,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
9,25328,,,illegible,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
10,25745,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
11,25692,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
12,25307,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
13,26311,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
14,25548,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
15,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
16,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
17,25549,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
18,25692,t2,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
19,25308,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
20,25945,t2,,decalc*,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
21,25305,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
22,26139,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
23,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
24,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
25,26023,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG18,Styrofoam 50-mL conical rack
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,26305,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
2,25788,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
3,25784,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
4,26307,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
5,22440,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
6,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
7,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
8,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
9,25550,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
10,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
11,25782,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
12,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
13,26310,t1,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
14,26007,t1,,decalc*,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
15,22448,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
16,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
17,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
18,25783,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
19,25785,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
20,25787,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
21,NA,,,,Nf1 glioma model fixed misc tumors in 70% ethanol,Fixed tissue in 70% etoh,NFG19,Styrofoam 50-mL conical rack
